Company,Professional_Fees_Billed,Direct_Consultant_Salaries,Contribution_Margin,Corporate_Overheads,Net_Income,ROI_Metric
H D I L,2.05,2.24,-0.1900000000000004,8.77,-10.32,-5.37
Sir Shadi Lal,462.15,30.3,431.84999999999997,427.09999999999997,-9.19,-0.71
Omaxe,1614.32,34.58,1579.74,1923.0,-405.91,-22.15
Central Bank,30848.92,6327.15,24521.769999999997,6772.319999999996,2676.62,5.29
Neueon Towers,0.09,0.0,0.09,1.2100000000000002,-93.7,
Take Solutions,65.61,14.95,50.66,64.14,-119.62,-21.61
Puravankara,2185.26,226.18,1959.0800000000002,1503.42,42.0,9.9
Motil.Oswal.Fin.,7067.77,1329.81,5737.960000000001,1672.110000000001,2445.61,20.69
Indowind Energy,39.71,2.96,36.75,20.91,7.27,3.73
Nagreeka Cap.,62.88,0.2,62.68,29.4,13.34,32.37
Magnum Ventures,460.84,45.87,414.96999999999997,362.29999999999995,24.7,1.18
Power Grid Corpn,45843.1,2434.44,43408.659999999996,4096.709999999999,15573.16,12.98
Kaveri Seed Co.,1148.41,119.21,1029.2,743.3800000000001,299.88,24.66
Paisalo Digital,658.75,49.03,609.72,95.55000000000007,178.97,14.06
Supreme Infra.,58.73,5.23,53.5,90.16,-1175.03,
Maan Aluminium,953.03,15.19,937.8399999999999,893.2399999999999,32.75,24.94
IL&FS Engg.,258.54,39.75,218.79000000000002,387.95000000000005,-77.45,
Parle Industries,0.0,0.04,-0.04,0.31,0.03,0.33
Religare Enterp.,6234.79,1047.31,5187.48,4869.37,347.41,8.71
Barak Valley,234.01,18.78,215.23,191.08999999999997,7.25,11.81
Adani Ports,26710.56,1898.35,24812.210000000003,9222.800000000003,8103.99,12.93
Edelweiss.Fin.,9499.56,1210.08,8289.48,5041.469999999999,528.04,11.5
Renaiss. Global,2107.11,126.37,1980.7400000000002,1823.0700000000002,73.6,7.98
Kolte Patil Dev.,1371.48,97.17,1274.31,1256.4299999999998,-67.48,1.56
Jyothy Labs,2756.93,300.52,2456.41,1976.61,369.3,27.97
T R I L,1291.04,47.73,1243.31,1109.21,47.01,14.81
Brigade Enterpr.,4896.69,317.67,4579.0199999999995,3384.6699999999996,401.04,12.61
BGR Energy Sys.,1012.36,115.31,897.05,1233.06,-760.8,-15.92
Burnpur Cement,134.37,5.14,129.23000000000002,150.22000000000003,-99.11,-43.99
Porwal Auto Comp,146.39,12.78,133.60999999999999,121.52999999999999,3.85,10.05
Aries Agro,519.43,58.14,461.28999999999996,402.89,18.4,14.79
Kuantum Papers,1211.3,79.63,1131.67,798.6000000000001,183.83,18.47
Reliance Power,7892.6,184.24,7708.360000000001,6551.050000000001,-2068.38,1.43
J Kumar Infra,4879.2,369.12,4510.08,3806.0099999999998,328.59,18.44
Cords Cable,627.74,30.14,597.6,556.29,10.07,15.68
KNR Construct.,4429.49,174.19,4255.3,3207.55,752.3,25.41
OnMobile Global,513.24,108.2,405.04,382.92,15.32,4.66
SEPC,560.98,32.25,528.73,502.47,22.78,4.25
IRB Infra.Devl.,7409.0,394.02,7014.98,3998.0299999999997,605.82,9.0
Nahar Capital,23.88,6.53,17.349999999999998,29.11,11.77,1.25
V-Guard Industri,4559.43,376.76,4182.67,3829.05,230.91,16.07
Dhani Services,422.85,212.18,210.67000000000002,445.74,-373.95,-5.33
Titagarh Rail,3853.3,66.29,3787.01,3337.7000000000003,286.14,24.88
Kiri Industries,949.21,48.22,900.99,913.14,133.02,-1.84
Adit.Birla Money,390.19,88.89,301.3,136.74,52.97,12.54
Bajaj Finserv,110382.29,10380.16,100002.12999999999,59116.57999999999,15595.36,11.72
Gokul Refoils,3019.87,19.49,3000.38,2954.1800000000003,1.81,7.68
Niraj Cement,470.22,1.72,468.5,452.1,10.28,12.67
Sejal Glass,163.8,19.05,144.75,124.36,3.34,13.41
Archidply Inds.,435.67,30.71,404.96000000000004,383.38000000000005,7.1,8.86
Lotus Eye Hospit,48.21,9.81,38.4,31.869999999999997,2.91,6.97
Somi Conv.Belt.,102.11,3.9,98.21,89.46,4.55,9.26
LGB Forge,89.38,20.12,69.25999999999999,69.55999999999999,-9.87,-4.59
Landmark Prop.,1.33,0.21,1.12,13.120000000000001,-11.72,-23.41
20 Microns,777.49,63.75,713.74,608.09,56.16,21.7
ISGEC Heavy,6219.34,507.14,5712.2,5214.139999999999,254.87,11.84
Indian Metals,2780.17,222.3,2557.87,1971.0,372.39,24.19
Teamo Production,457.96,1.35,456.60999999999996,452.68999999999994,4.88,9.19
Manjeera Constr.,63.26,3.35,59.91,58.15,-16.44,-1.46
Mold-Tek Pack.,698.65,50.28,648.37,515.19,66.59,14.47
Excel Realty,2.58,0.44,2.14,4.23,0.97,0.67
Raj Oil Mills,124.72,10.39,114.33,112.64,1.71,10.61
Bengal & Assam,12917.41,1279.01,11638.4,9764.76,4193.58,20.62
Adani Power,50351.25,644.17,49707.08,31479.460000000003,20828.79,32.25
NHPC Ltd,9632.16,1418.08,8214.08,3345.8,4028.01,7.37
Globus Spirits,2414.68,79.61,2335.0699999999997,2165.7,96.04,
Oil India,32466.03,2237.21,30228.82,17724.64,6980.45,17.73
Shree Precoated,0.0,0.35,-0.35,0.22999999999999998,-0.58,
RattanIndia Pow.,3364.0,60.42,3303.58,2657.75,8896.75,8.18
JSW Energy,11485.91,364.47,11121.44,5739.660000000001,1724.65,8.59
Yunik Managing,0.05,0.0,0.05,0.38,-0.33,-54.55
Godrej Propert.,3035.62,331.32,2704.2999999999997,2833.9799999999996,747.06,6.28
MBL Infrast,122.41,12.05,110.36,189.5,-39.33,-0.59
Vascon Engineers,1037.23,78.45,958.78,889.17,67.94,8.29
Thangamayil Jew.,3832.19,68.18,3764.01,3546.2400000000002,123.24,20.32
Valor Estate,357.47,42.53,314.94000000000005,165.10000000000005,1317.14,22.95
Emmbi Industries,377.43,18.3,359.13,321.8,9.95,8.42
Hathway Cable,1980.97,93.48,1887.49,1565.05,99.29,3.36
ARSS Infra,373.47,15.48,357.99,404.4,-33.6,0.58
Texmo Pipes,534.22,24.73,509.49,476.19,4.59,10.19
Sundaram Multi.,127.05,11.6,115.45,111.36,-5.08,0.19
Coromandel Engg.,96.64,9.85,86.79,86.03,-4.4,-2.0
Rossell India,366.58,137.3,229.27999999999997,190.96999999999997,13.18,6.43
Man Infra,1263.45,78.92,1184.53,858.16,303.34,28.84
Tamboli Industri,75.06,13.49,61.57,47.57,7.53,9.95
IL&FS Transport,99.51,23.79,75.72,372.70000000000005,-972.95,-18.13
Intrasoft Tech.,485.47,14.4,471.07000000000005,451.6,9.8,7.64
Goenka Diamond,0.64,0.47,0.17000000000000004,1.98,-2.85,-0.55
KCP Sugar &Inds.,345.68,34.78,310.9,291.59,66.16,14.37
Kirl. Electric,557.35,76.53,480.82000000000005,444.06000000000006,14.08,18.3
Satchmo Holdings,44.01,7.39,36.62,110.15,15.8,
Tarapur Trans,0.16,0.05,0.11,0.7,-1.25,-32.6
SJVN,2579.37,295.78,2283.59,476.2600000000002,911.44,4.98
Emami Paper,1993.84,83.01,1910.83,1674.49,84.3,11.28
Kriti Nutrients,684.36,18.81,665.5500000000001,603.1800000000001,45.29,34.28
GKB Ophthalmics,88.25,13.76,74.49,73.92,-2.98,-1.06
Emami Realty Ltd,61.46,16.78,44.68,154.16,-122.93,-4.1
Bajaj Consumer,984.12,101.16,882.96,727.6700000000001,155.43,23.2
Guj Pipavav Port,988.43,79.14,909.29,336.24,342.0,22.66
Welspun Investme,4.13,0.03,4.1,0.37999999999999945,2.78,1.15
Sastasundar Ven.,1375.71,49.02,1326.69,1321.27,5.85,5.67
Career Point,101.58,10.17,91.41,25.700000000000003,57.13,14.02
Ramky Infra,2160.52,88.72,2071.8,1561.7400000000002,321.07,21.09
Orient Green,270.98,14.07,256.91,76.87000000000003,38.4,6.97
Va Tech Wabag,2856.4,235.4,2621.0,2254.8,250.4,20.54
Ashoka Buildcon,9798.46,438.68,9359.779999999999,7126.539999999999,521.23,35.27
Jupiter Wagons,3641.25,50.79,3590.46,3099.4300000000003,332.8,31.7
Oberoi Realty,4495.79,237.89,4257.9,1827.9899999999998,1926.6,15.24
Prestige Estates,7877.1,746.7,7130.400000000001,4632.0,1628.7,14.87
Coal India,142323.98,48782.58,93541.40000000001,45569.91000000001,37369.13,65.11
Gravita India,3160.75,131.24,3029.51,2745.96,242.28,27.55
RPP Infra Proj.,1353.41,36.36,1317.0500000000002,1259.8100000000002,57.2,21.21
RDB Realty,110.29,1.96,108.33000000000001,69.96000000000001,20.62,5.29
MOIL,1449.42,555.11,894.3100000000001,456.6000000000001,293.34,16.48
Kesar Terminals,31.21,10.18,21.03,12.440000000000001,-51.68,-22.52
A2Z Infra Engg.,388.49,169.08,219.41,307.99,-7.36,-19.96
Kirloskar Oil,5898.32,429.61,5468.71,4441.12,439.7,15.2
Ravikumar Distll,24.58,1.88,22.7,26.27,-1.94,0.32
Pun. & Sind Bank,9693.98,1944.2,7749.78,1181.33,595.42,5.82
Future Market,93.03,11.78,81.25,63.96,-8.2,9.03
Surana Solar,17.71,0.93,16.78,16.85,-1.26,-1.44
Kalyani Invest.,71.45,0.46,70.99000000000001,4.070000000000007,57.19,1.07
BF Investment,42.43,0.72,41.71,5.579999999999998,433.74,10.63
Summit Securitie,102.23,1.62,100.61,2.230000000000004,75.73,1.39
Innovassynth Inv,0.0,0.08,-0.08,0.42,-0.84,-1.25
STEL Holdings,18.46,0.14,18.32,0.5100000000000016,13.27,1.53
Texmaco Rail,3502.87,138.79,3364.08,3101.97,112.69,11.43
Dhunseri Invest.,465.2,54.45,410.75,303.21,114.56,4.89
Zen Technologies,439.85,59.07,380.78000000000003,200.00000000000003,129.5,46.34
PTC India Fin,760.78,20.59,740.1899999999999,123.2399999999999,160.75,8.92
Muthoot Finance,12635.01,1386.92,11248.09,1137.960000000001,4049.67,13.13
VMS Industries,266.37,2.96,263.41,257.34000000000003,6.32,11.66
Karma Energy Ltd,12.35,2.94,9.41,7.34,0.12,0.21
Delphi World,80.66,11.29,69.37,60.03,15.19,10.83
Rushil Decor,843.97,58.22,785.75,665.83,43.11,11.63
Inventure Grow.,59.44,6.59,52.849999999999994,31.449999999999996,12.01,9.76
L&T Finance Ltd,13580.58,1808.9,11771.68,3715.16,2317.13,8.22
Yaari Digital,0.02,2.66,-2.64,2.27,-21.61,-401.89
Tree House Edu.,8.17,1.91,6.26,6.06,-3.74,0.07
TD Power Systems,1000.52,107.78,892.74,725.35,118.35,24.82
PG Electroplast,2746.5,166.27,2580.23,2318.43,134.9,18.66
Setubandhan Inf.,4.41,0.02,4.390000000000001,4.460000000000001,-1.31,0.39
RDB Rasayans,103.2,12.19,91.01,74.53,24.23,18.53
Tijaria Polypipe,0.15,0.02,0.13,0.43,-2.92,-5.88
Onelife Capital,37.0,4.04,32.96,27.400000000000002,0.64,9.52
Flexituff Vent.,598.56,169.78,428.78,546.1999999999999,-184.1,-28.39
Ujaas Energy,26.73,2.85,23.88,23.95,28.96,14.05
Triveni Turbine,1653.94,161.29,1492.65,1173.8600000000001,269.49,41.68
Indo Thai Sec.,31.28,4.58,26.700000000000003,6.490000000000002,15.31,28.12
Essar Shipping,20.24,24.15,-3.91,63.08,-104.31,-150.86
GPT Infraproject,1018.28,48.78,969.5,848.45,55.63,21.92
PMC Fincorp,15.59,0.7,14.89,0.7599999999999998,11.35,11.15
Futuristic Solu,3.52,0.26,3.26,1.25,1.41,13.21
RHI Magnesita,3781.1,374.37,3406.73,2860.7799999999997,-100.11,8.41
Multi Comm. Exc.,683.55,112.33,571.2199999999999,508.4299999999999,83.11,7.15
Schneider Elect.,2206.68,271.13,1935.5499999999997,1639.7999999999997,172.03,33.07
Olympic Cards,11.5,1.52,9.98,12.790000000000001,-1.03,3.3
NBCC,10432.64,328.7,10103.939999999999,9590.619999999999,414.38,32.71
MT Educare,47.33,8.61,38.72,46.55,-27.65,-8.38
Max Heights,22.42,0.39,22.03,21.57,0.36,0.87
T B Z,2298.94,86.14,2212.8,2073.4700000000003,54.43,10.33
Looks Health,0.0,0.27,-0.27,0.07,-0.02,-0.14
RattanIndia Ent,5609.64,121.29,5488.35,5437.08,424.45,36.04
Sampann Utpadan,71.45,2.56,68.89,64.12,-0.87,0.12
Advance Meter.,16.52,7.72,8.8,12.68,-2.01,-0.96
North Eastn.Car.,335.12,17.19,317.93,297.18,8.02,7.38
Waaree Renewab.,876.44,17.3,859.1400000000001,651.95,148.04,103.31
Jupiter Info.,4.8,1.16,3.6399999999999997,3.88,9.01,39.69
Vinayak Polycon,21.51,2.12,19.39,17.82,0.29,8.12
Ducon Tech,419.51,7.6,411.90999999999997,389.92999999999995,7.63,9.42
Prozone Realty,184.51,5.36,179.14999999999998,124.38999999999999,2.85,3.91
SRG Housing,124.8,27.3,97.5,16.680000000000007,21.06,13.51
Comfort Comtrade,31.85,1.03,30.82,7.210000000000001,16.71,50.01
Bronze Infra,42.84,0.14,42.7,40.980000000000004,0.93,14.82
Caspian Corporat,89.72,1.63,88.09,77.08,7.93,19.55
Virtual Global,0.67,0.2,0.47000000000000003,2.22,-1.82,
Zuari Agro Chem.,4595.46,130.9,4464.56,4108.39,170.93,11.13
CARE Ratings,331.68,165.61,166.07,53.94,102.56,20.59
PC Jeweller,605.4,31.02,574.38,745.6800000000001,-629.36,-1.75
Indus Towers,28600.6,782.3,27818.3,13261.699999999999,6036.2,20.16
NIBE,279.0,10.42,268.58,231.64,22.06,20.16
Comfort Fincap,13.9,1.71,12.190000000000001,2.2700000000000014,5.15,12.51
Bothra Metals,28.52,0.05,28.47,26.89,0.29,3.41
Repco Home Fin,1524.52,102.18,1422.34,50.1099999999999,394.7,10.53
GCM Securit.,0.0,0.38,-0.38,0.43000000000000005,-0.38,-2.57
NRB Indl Bearing,73.11,20.9,52.21,60.69,-26.17,-13.05
Prime Capital Ma,0.0,0.09,-0.09,1.1099999999999999,0.01,0.41
KIFS Financial,46.64,0.48,46.160000000000004,0.740000000000002,7.12,14.86
S V Global Mill,6.1,1.23,4.869999999999999,6.459999999999999,0.63,-2.36
Just Dial,1042.91,720.19,322.72,106.16000000000003,362.93,4.81
India Finsec,63.69,14.58,49.11,8.049999999999997,12.17,14.09
Brahmaputra Inf.,221.11,3.83,217.28,173.89,17.15,10.63
Quest Softech,1.02,0.93,0.08999999999999997,1.7000000000000002,-2.1,-13.34
Khoobsurat Ltd,0.0,0.23,-0.23,0.65,0.14,1.19
Orient Cement,3185.09,183.56,3001.53,2552.3100000000004,174.85,16.12
Indiabulls Hous.,8474.87,619.07,7855.800000000001,965.6200000000008,1214.39,10.08
Money Masters,2.07,1.02,1.0499999999999998,0.34999999999999987,0.51,2.49
Alacrity Sec.,341.2,0.73,340.46999999999997,323.77,11.45,53.3
GCM Commodity,2.97,0.23,2.74,4.41,-0.68,-4.54
VKJ Infradevelop,0.0,0.13,-0.13,0.07999999999999999,0.02,0.07
Tiger Logistics,240.26,13.83,226.42999999999998,211.40999999999997,12.96,16.45
JK Agri Genetics,148.1,28.17,119.92999999999999,145.41,-20.82,-13.71
Trimurthi,4.22,0.15,4.069999999999999,4.319999999999999,0.01,0.27
PVV Infra Ltd,87.92,0.88,87.04,84.53,3.09,9.26
IND Renewable,0.0,0.09,-0.09,0.28,0.05,0.07
S R G Securities,1.44,0.55,0.8899999999999999,0.2599999999999999,0.47,4.44
Stellar Capital,2.34,0.88,1.46,2.16,-0.77,-1.59
Jindal Poly Inve,36.05,0.18,35.87,0.21000000000000085,295.57,11.82
Yuranus Infrast.,73.4,0.61,72.79,70.86,1.45,67.47
B P Capital,0.0,0.08,-0.08,0.06000000000000001,-0.14,-2.69
Captain Polyplas,294.32,12.62,281.7,249.92999999999998,16.6,18.88
Arnold Holdings,208.2,2.8,205.39999999999998,185.51,8.82,14.53
Sunil Healthcare,90.19,12.94,77.25,73.16,-1.79,2.82
RCI Industries,38.72,4.38,34.339999999999996,76.84,-53.15,-48.54
Suyog Telematics,166.61,17.09,149.52,32.18000000000001,63.31,21.62
Nath Bio-Genes,332.62,27.98,304.64,254.26,40.18,6.83
Agri-Tech India,0.16,0.22,-0.06,0.9199999999999999,9.74,9.69
Chemtech Indust.,31.38,2.01,29.369999999999997,23.619999999999997,4.15,16.67
Polymac Thermof.,14.55,0.6,13.950000000000001,13.850000000000001,0.31,3.39
Unishire Urban,4.25,0.32,3.93,4.5200000000000005,0.48,3.43
Laxmipati Engg,40.32,10.17,30.15,24.14,0.78,12.39
ETT Ltd,0.0,0.09,-0.09,0.29000000000000004,1.73,6.7
Shree Hanuman Sg,0.0,0.01,-0.01,0.25,-0.26,-0.12
Kiran Vyapar,92.56,6.55,86.01,29.180000000000007,51.59,4.1
Mangalam Industr,3.54,0.61,2.93,2.64,0.19,0.91
Viji Finance,1.93,0.72,1.21,0.47,0.12,1.62
Raunaq Intl.,3.74,0.57,3.1700000000000004,5.1000000000000005,-1.07,-16.19
Shri Vasuprada,107.62,75.87,31.75,40.84,-6.59,-6.72
Goldline Intl.,1.62,0.59,1.0300000000000002,0.9100000000000003,0.11,0.13
Sharp Investment,0.26,0.02,0.24000000000000002,0.24000000000000002,0.0,0.0
Wonderla Holiday,483.04,62.58,420.46000000000004,193.28000000000003,157.96,20.61
GCM Capital,1.41,0.48,0.9299999999999999,0.05999999999999994,0.52,2.3
West Leisure,0.24,0.3,-0.06,0.27,-0.25,-1.68
Nam Securities,108.85,0.41,108.44,108.61,0.33,4.16
M E T S,33.29,4.39,28.9,22.54,4.94,23.28
SPS Finquest,8.29,1.19,7.1,4.779999999999999,3.31,3.08
Jackson Invest,0.6,0.18,0.42,0.54,-0.12,-0.37
Class. Gl. Fin.,0.58,0.2,0.37999999999999995,0.33999999999999997,0.03,0.83
Moneyboxx Fin.,127.69,47.07,80.62,24.180000000000007,9.14,11.46
Worth Investment,4.4,0.33,4.07,0.6000000000000001,1.85,6.85
Thirani Projects,0.83,0.31,0.52,6.9,-6.38,-41.15
Amarnath Sec.,0.41,0.03,0.38,0.09000000000000002,0.19,6.41
Capital Trade Lk,35.55,3.1,32.449999999999996,12.779999999999994,9.7,15.14
Tarini Internat.,2.37,1.04,1.33,0.9100000000000001,0.04,0.93
Yaan Enterprises,4.98,0.12,4.86,4.16,0.49,16.57
J Taparia Proj,3.31,0.1,3.21,10.42,-6.33,-31.73
Ramchandra Leas.,0.46,0.01,0.45,0.43,0.02,0.35
Skipper,3282.04,126.72,3155.32,2835.8900000000003,74.68,20.13
James Warren Tea,116.8,90.0,26.799999999999997,48.03,1.88,1.61
Vistar Amar,74.09,1.86,72.23,66.85000000000001,3.71,33.34
Fruition Venture,0.16,0.11,0.05,0.39999999999999997,-0.37,-3.88
Bhanderi Infra.,4.15,0.64,3.5100000000000002,2.7800000000000002,0.82,2.04
Quantum Build,0.0,0.09,-0.09,0.19999999999999998,-0.3,-6.21
TTI Enterprise,2.98,0.09,2.89,2.5900000000000003,0.23,
Toyam Sports,27.92,1.71,26.21,18.43,8.44,4.29
Gajanan Sec.Serv,0.36,0.04,0.32,0.08000000000000002,0.98,0.21
Real Touch Fin,18.74,2.8,15.939999999999998,2.5399999999999974,2.63,8.54
Snowman Logistic,503.37,36.08,467.29,365.74,12.71,7.13
Qgo Finance,14.05,0.44,13.610000000000001,1.1100000000000012,2.65,24.96
Purshottam Inves,79.2,0.64,78.56,64.22,8.37,16.96
Meghna Infracon,52.79,0.31,52.48,51.199999999999996,3.17,21.04
City Online Ser.,10.25,1.71,8.54,9.01,-0.21,21.37
Ultracab India,124.06,3.08,120.98,107.9,5.98,16.1
Rajasthan Cylind,0.0,0.82,-0.82,0.5400000000000001,-1.37,-3.52
Econo Trade Indi,7.13,0.14,6.99,0.4500000000000002,2.53,9.67
Sangam Finserv,18.57,1.84,16.73,2.3900000000000006,7.9,9.21
Dhabriya Poly.,211.63,32.8,178.82999999999998,147.80999999999997,14.08,18.87
Aryaman Capital,31.89,0.15,31.740000000000002,22.840000000000003,6.46,16.16
Hanman Fit,0.2,0.0,0.2,0.24000000000000002,0.67,-13.78
Vibrant Glo. Cap,241.58,3.44,238.14000000000001,179.91000000000003,47.67,33.39
Starlit Power,0.0,0.0,0.0,0.49,-3.8,-9.22
Crane Infra,3.53,0.05,3.48,1.5,1.45,6.44
Niyogin Fintech,195.77,43.35,152.42000000000002,168.02,-24.84,-6.83
Kalyan Capitals,31.7,0.68,31.02,1.6099999999999994,7.39,19.03
Goenka Business,85.96,0.53,85.42999999999999,70.83999999999999,2.19,48.09
Gilada Finance,6.25,1.31,4.9399999999999995,1.5699999999999994,1.7,11.9
Jet Infraventure,0.35,0.33,0.019999999999999962,0.17999999999999997,0.06,1.43
Sh. Ajit Pulp,294.51,17.36,277.15,256.34999999999997,8.25,4.5
Captain Pipes,76.35,1.4,74.94999999999999,67.26999999999998,3.98,25.03
JMJ Fintech,7.46,1.37,6.09,1.2000000000000002,2.14,29.88
Jeevan Scienti.,39.65,15.56,24.089999999999996,19.459999999999997,-1.33,-1.05
Scintilla Comm,0.59,0.08,0.51,0.64,-2.19,-1.1
Panafic Industri,0.68,0.12,0.56,0.52,0.02,0.3
Cont. Securities,1.58,0.18,1.4000000000000001,0.27000000000000024,0.76,11.24
Sellwin Traders,39.96,0.11,39.85,38.72,0.86,5.22
Galada Finance,1.34,0.33,1.01,0.12,0.34,9.72
Emerald Finance,13.32,2.08,11.24,4.220000000000001,4.14,12.39
Octal Credit Cap,0.28,0.11,0.17000000000000004,0.040000000000000036,4.09,25.3
Dhunseri Tea,395.42,259.97,135.45,283.91999999999996,-141.1,-19.35
Vani Commercials,3.14,0.85,2.29,0.56,0.25,
Vintage Coffee,131.04,6.56,124.47999999999999,99.35999999999999,11.98,8.85
Raghuvansh Agro.,13.97,0.44,13.530000000000001,9.88,6.52,11.29
Naturite Agro,9.53,0.59,8.94,8.42,0.35,2.14
Karnavati Financ,3.04,0.71,2.33,2.33,-1.67,0.0
Abhishek Finle.,0.95,0.13,0.82,0.6699999999999999,0.17,6.19
Mercantile Vent.,60.39,30.0,30.39,30.310000000000002,-3.9,1.41
Sonal Mercantile,39.32,0.27,39.05,0.19999999999999574,24.2,6.5
Abhinav Leasing,33.73,0.11,33.62,31.659999999999997,0.17,9.83
Genus Paper & Bo,711.84,26.66,685.1800000000001,626.4100000000001,3.46,4.3
Shree Securities,0.71,0.02,0.69,14.24,-59.37,-82.93
Greenlam Industr,2306.35,425.69,1880.6599999999999,1585.9999999999998,138.0,12.12
Purohit Const.,0.0,0.18,-0.18,0.25,-0.46,-19.43
PTC Industries,256.88,31.6,225.28,152.63,42.22,10.9
Gita Renewable,0.87,0.23,0.64,0.27,0.36,2.71
Neil Industries,3.16,0.25,2.91,0.1200000000000001,2.51,5.01
Star Housing Fin,58.62,13.21,45.41,8.449999999999996,8.88,10.9
SSPN FINANCE,0.35,0.12,0.22999999999999998,0.11999999999999998,0.02,1.98
AGI Infra,292.33,34.6,257.72999999999996,182.18999999999994,52.09,25.0
BKM Industries,0.93,0.0,0.93,1.61,-2.05,
Manaksia Alumi.,432.49,16.32,416.17,381.38,5.09,9.85
Imagica. Enter.,260.02,50.32,209.7,113.35999999999999,540.93,3.4
Inox Wind,1743.24,109.34,1633.9,1365.25,-52.92,4.25
Consecutive In&T,0.0,0.01,-0.01,0.13,0.17,1.89
Aananda Lakshmi,2.1,0.1,2.0,0.18999999999999995,4.08,207.33
Athena Construc.,0.75,0.16,0.59,0.30999999999999994,-0.17,1.72
Northlink Fiscal,0.5,0.2,0.3,0.21999999999999997,-0.15,-0.46
SAB Industries,45.52,2.85,42.67,39.29,38.89,
Paul Merchants,6666.58,57.36,6609.22,6493.5,54.63,12.34
Sujala Trading &,1.63,0.22,1.41,1.5799999999999998,-0.17,-0.89
VRL Logistics,2888.62,485.13,2403.49,2010.0499999999997,88.85,10.79
Jain Marmo Inds,1.58,0.38,1.2000000000000002,1.0300000000000002,0.07,3.05
Palco Metals Ltd,194.45,2.32,192.13,184.63,2.83,11.51
V B Industries,1.72,0.17,1.55,3.84,0.08,0.12
Sarvottam Finve.,1.83,0.38,1.4500000000000002,0.9600000000000002,0.47,1.94
MEP Infrast.,49.11,22.84,26.27,227.89000000000001,-272.85,-20.94
Wardwizard Foods,16.71,9.9,6.8100000000000005,33.33,-33.05,-21.2
Integ. Capital,0.53,0.2,0.33,0.33,-0.03,-0.66
PNC Infratech,8649.87,389.29,8260.58,6256.05,909.42,16.06
Arfin India,535.16,9.68,525.48,495.28000000000003,8.22,13.59
VIRAT LEASING,0.87,0.13,0.74,0.8,-0.13,-0.37
Helpage Finlease,4.55,0.3,4.25,0.73,0.87,6.77
Indra Industries,0.45,0.14,0.31,1.3800000000000001,0.17,-39.46
Hawa Engineers,119.64,4.42,115.22,109.61,1.8,14.73
Authum Invest,4376.46,42.27,4334.19,117.25999999999931,4284.83,52.58
Adhbhut Infra.,2.56,0.12,2.44,0.31000000000000005,0.87,
Decillion Financ,1.0,0.18,0.8200000000000001,0.8,-0.03,0.16
POCL Enterprises,1120.44,17.21,1103.23,1064.4,17.74,23.82
Amba Enterprises,282.14,2.28,279.86,271.08000000000004,6.17,21.65
Capfin India,0.23,0.05,0.18,0.8600000000000001,-0.46,-23.72
SG Finserve,189.72,10.29,179.43,10.27000000000001,78.58,12.18
Satia Industries,1720.78,111.82,1608.96,1190.31,211.19,23.37
Genomic Valley,0.17,0.04,0.13,0.11,0.02,0.57
Srestha Finvest,12.75,0.27,12.48,6.24,1.74,4.18
Saumya Cons,59.67,1.41,58.260000000000005,31.750000000000004,21.38,28.58
Mauria Udyog,335.1,13.7,321.40000000000003,301.31000000000006,16.74,
Ambition Mica,13.26,0.45,12.81,15.91,-3.06,7.0
Loyal Equipments,70.82,5.37,65.44999999999999,52.889999999999986,7.09,28.34
Gala Global,75.3,0.36,74.94,75.0,0.21,1.23
Balkrishna Paper,5.58,1.75,3.83,10.7,-71.14,-9.43
Shyam Century,138.09,5.57,132.52,136.09,0.73,0.98
Adani Energy Sol,16607.36,951.7,15655.66,10080.95,1195.61,9.0
Star Delta Trans,140.15,3.81,136.34,123.23,11.12,23.24
MANGALAM SEEDS,100.05,3.35,96.7,76.96000000000001,13.18,19.08
Kaya Ltd,404.25,170.92,233.33,277.61,-129.66,-85.44
Symbiox Investme,3.9,0.17,3.73,3.71,0.21,0.8
Oswal Green Tech,55.6,17.32,38.28,58.06,6.37,0.45
Arvind SmartSp.,341.18,53.9,287.28000000000003,175.82000000000005,51.09,16.94
Power Mech Proj.,4206.65,572.79,3633.8599999999997,3141.3399999999997,248.7,23.88
Universal Auto.,202.51,27.04,175.47,160.31,4.89,8.56
Veto Switchgears,300.09,18.21,281.88,250.99,18.06,12.03
Navkar Corporat.,434.87,39.9,394.97,333.20000000000005,-1.71,1.23
Sh.Pushkar Chem.,726.17,47.16,679.01,618.33,37.06,9.15
Gujarat Gas,15690.19,198.88,15491.310000000001,13614.93,1142.77,20.15
Sadbhav Infra.,778.89,31.0,747.89,415.31,-533.25,10.15
Polyspin Exports,202.21,36.96,165.25,166.19,-2.78,-0.39
Soni Medicare,28.53,6.83,21.700000000000003,21.950000000000003,-1.68,-6.58
Krishna Capital,0.39,0.13,0.26,0.09,0.15,2.89
Acme Resources,9.78,0.24,9.54,6.739999999999999,1.71,2.12
Vishal Bearings,98.7,15.31,83.39,73.42,1.11,6.19
Patdiam Jeweller,103.4,2.61,100.79,93.32000000000001,6.17,15.36
Satin Creditcare,2232.79,447.91,1784.8799999999999,286.04999999999995,435.94,16.65
Decorous Investm,0.34,0.08,0.26,0.29000000000000004,0.14,5.14
Swagtam Trading,0.3,0.06,0.24,0.31,0.11,3.31
Generic Engineer,289.36,3.79,285.57,257.55,11.14,6.62
